image_filename,split,drone_types,num_drones,condition,avg_drone_size_pct,has_occlusion,has_motion_blur,background_source
drone_00021.jpg,train,dji_mavic,1,day,0.0005,True,False,day_0014.jpg
drone_00022.jpg,train,shahed_136;dji_mavic,2,hazy,0.0031,True,True,hazy_0091.jpg
drone_00023.jpg,val,mq9_reaper;dji_mavic;mohajer_6,3,day,0.0006,True,False,day_0010.jpg
drone_00024.jpg,val,shahed_238;mq9_reaper;dji_mavic,3,night,0.0021,False,True,night_0043.jpg
drone_00025.jpg,val,mohajer_6,1,night,0.002,False,False,night_0028.jpg
drone_00026.jpg,val,shahed_238,1,night,0.0036,False,False,night_0020.jpg
drone_00027.jpg,val,shahed_136,1,day,0.0034,True,False,day_0003.jpg
drone_00028.jpg,train,dji_mavic,1,day,0.0027,False,False,day_0042.jpg
drone_00029.jpg,val,shahed_136;mohajer_6;mohajer_6,3,day,0.0008,True,True,day_0050.jpg
drone_00030.jpg,val,dji_mavic;shahed_238,2,hazy,0.0014,False,True,hazy_0092.jpg
drone_00031.jpg,train,shahed_238,1,night,0.0014,False,False,night_0065.jpg
drone_00032.jpg,val,mohajer_6,1,hazy,0.0003,True,False,hazy_0009.jpg
drone_00033.jpg,train,mq9_reaper,1,hazy,0.0001,False,True,hazy_0066.jpg
drone_00034.jpg,test,shahed_238,1,night,0.0059,False,False,night_0018.jpg
drone_00035.jpg,train,shahed_136;mohajer_6,2,day,0.0068,False,True,day_0069.jpg
drone_00036.jpg,train,mohajer_6;dji_mavic;mq9_reaper,3,hazy,0.0012,True,True,hazy_0066.jpg
drone_00037.jpg,val,mq9_reaper;mq9_reaper;dji_mavic,3,night,0.0013,True,True,night_0075.jpg
drone_00038.jpg,val,shahed_238;dji_mavic,2,night,0.0015,False,True,night_0040.jpg
drone_00039.jpg,train,mq9_reaper,1,night,0.0015,False,False,night_0021.jpg
drone_00040.jpg,train,dji_mavic;mq9_reaper,2,hazy,0.0022,False,True,hazy_0059.jpg
drone_00041.jpg,train,mohajer_6;shahed_136,2,hazy,0.0058,False,True,hazy_0020.jpg
drone_00042.jpg,test,mq9_reaper,1,day,0.0014,False,False,day_0057.jpg
drone_00043.jpg,train,dji_mavic,1,day,0.0012,True,False,day_0039.jpg
drone_00044.jpg,train,dji_mavic,1,hazy,0.0002,False,True,hazy_0094.jpg
drone_00045.jpg,train,shahed_136;mq9_reaper,2,night,0.0024,True,True,night_0064.jpg
drone_00046.jpg,train,dji_mavic;mq9_reaper,2,day,0.001,False,False,day_0012.jpg
drone_00047.jpg,test,shahed_136;shahed_136;shahed_238,3,hazy,0.0023,True,False,hazy_0052.jpg
drone_00048.jpg,train,shahed_238,1,hazy,0.002,False,False,hazy_0049.jpg
drone_00049.jpg,train,mq9_reaper,1,day,0.0024,True,True,day_0049.jpg
drone_00050.jpg,train,shahed_136;shahed_238,2,day,0.0029,False,True,day_0084.jpg
drone_00051.jpg,train,mohajer_6,1,day,0.0003,True,True,day_0082.jpg
drone_00052.jpg,val,mohajer_6,1,hazy,0.0048,True,False,hazy_0013.jpg
drone_00053.jpg,train,dji_mavic,1,night,0.0014,False,True,night_0041.jpg
drone_00054.jpg,train,shahed_238,1,hazy,0.0067,False,False,hazy_0024.jpg
drone_00055.jpg,train,shahed_238,1,night,0.0023,True,False,night_0086.jpg
drone_00056.jpg,val,shahed_238,1,day,0.0028,False,False,day_0028.jpg
drone_00057.jpg,train,shahed_238,1,hazy,0.0008,False,False,hazy_0079.jpg
drone_00058.jpg,train,shahed_136,1,day,0.0026,True,False,day_0077.jpg
drone_00059.jpg,train,dji_mavic,1,day,0.0005,False,False,day_0081.jpg
drone_00060.jpg,test,shahed_238,1,night,0.0005,False,True,night_0007.jpg
drone_00061.jpg,train,shahed_136;shahed_238;shahed_238,3,hazy,0.0032,False,True,hazy_0068.jpg
drone_00062.jpg,train,shahed_136,1,night,0.0037,False,False,night_0088.jpg
drone_00063.jpg,val,mq9_reaper,1,night,0.0021,False,True,night_0053.jpg
drone_00064.jpg,train,shahed_238,1,night,0.0028,False,False,night_0015.jpg
drone_00065.jpg,train,mohajer_6,1,hazy,0.0001,False,False,hazy_0096.jpg
drone_00066.jpg,train,shahed_136,1,hazy,0.0036,True,False,hazy_0027.jpg
drone_00067.jpg,train,mq9_reaper,1,hazy,0.0032,False,False,hazy_0048.jpg
drone_00068.jpg,train,shahed_238;dji_mavic,2,day,0.001,False,True,day_0041.jpg
drone_00069.jpg,train,mohajer_6,1,night,0.0001,False,True,night_0066.jpg
drone_00070.jpg,train,dji_mavic;mq9_reaper;mohajer_6,3,day,0.0015,True,True,day_0026.jpg
drone_00071.jpg,train,shahed_238,1,day,0.0017,True,False,day_0048.jpg
drone_00072.jpg,train,shahed_238,1,hazy,0.0017,False,False,hazy_0072.jpg
drone_00073.jpg,train,shahed_238;mq9_reaper,2,night,0.0029,False,True,night_0000.jpg
drone_00074.jpg,val,shahed_136,1,day,0.0044,False,True,day_0065.jpg
drone_00075.jpg,train,shahed_238,1,day,0.0049,True,False,day_0093.jpg
drone_00076.jpg,test,mq9_reaper,1,day,0.0006,False,False,day_0085.jpg
drone_00077.jpg,test,mohajer_6;dji_mavic;shahed_136,3,night,0.0015,True,True,night_0061.jpg
drone_00078.jpg,train,dji_mavic,1,night,0.0001,False,False,night_0028.jpg
drone_00079.jpg,val,shahed_136,1,hazy,0.0068,True,False,hazy_0069.jpg
drone_00080.jpg,train,mq9_reaper,1,night,0.0014,False,True,night_0074.jpg
drone_00081.jpg,val,shahed_136;dji_mavic;mq9_reaper,3,night,0.0021,True,True,night_0023.jpg
drone_00082.jpg,train,mohajer_6,1,day,0.0009,False,False,day_0015.jpg
drone_00083.jpg,train,shahed_238,1,day,0.0016,False,True,day_0029.jpg
drone_00084.jpg,test,shahed_136,1,day,0.0011,False,False,day_0039.jpg
drone_00085.jpg,train,mohajer_6;dji_mavic,2,hazy,0.0018,False,True,hazy_0002.jpg
drone_00086.jpg,train,shahed_238,1,night,0.001,False,True,night_0014.jpg
drone_00087.jpg,train,shahed_136,1,day,0.0007,False,True,day_0047.jpg
drone_00088.jpg,test,shahed_238,1,hazy,0.0021,False,False,hazy_0097.jpg
drone_00089.jpg,train,shahed_238,1,day,0.0028,False,False,day_0042.jpg
drone_00090.jpg,train,mq9_reaper;dji_mavic,2,night,0.0018,True,True,night_0085.jpg
drone_00091.jpg,train,mq9_reaper,1,day,0.0004,False,True,day_0099.jpg
drone_00092.jpg,train,mohajer_6,1,night,0.0018,True,False,night_0092.jpg
drone_00093.jpg,train,dji_mavic,1,hazy,0.0015,False,False,hazy_0080.jpg
drone_00094.jpg,train,shahed_238,1,day,0.0001,False,False,day_0051.jpg
drone_00095.jpg,val,mohajer_6,1,day,0.0003,False,False,day_0061.jpg
drone_00096.jpg,train,shahed_136,1,day,0.0017,True,True,day_0001.jpg
drone_00097.jpg,train,mohajer_6,1,day,0.0011,False,False,day_0070.jpg
drone_00098.jpg,train,dji_mavic,1,hazy,0.0002,False,False,hazy_0057.jpg
drone_00099.jpg,train,mq9_reaper,1,night,0.0025,False,False,night_0066.jpg
drone_00100.jpg,train,mq9_reaper,1,night,0.0004,False,True,night_0079.jpg
drone_00101.jpg,train,shahed_136,1,night,0.0003,False,True,night_0069.jpg
drone_00102.jpg,train,mohajer_6,1,night,0.002,False,True,night_0011.jpg
drone_00103.jpg,train,shahed_238;shahed_136;mq9_reaper,3,night,0.0023,True,False,night_0015.jpg
drone_00104.jpg,val,shahed_136,1,day,0.0008,False,False,day_0016.jpg
drone_00105.jpg,train,dji_mavic;dji_mavic,2,day,0.0028,False,True,day_0002.jpg
drone_00106.jpg,val,shahed_238;mohajer_6,2,hazy,0.0023,False,False,hazy_0008.jpg
drone_00107.jpg,train,mq9_reaper;shahed_136;mq9_reaper,3,day,0.0012,True,True,day_0020.jpg
drone_00108.jpg,train,shahed_136,1,night,0.0026,False,True,night_0077.jpg
drone_00109.jpg,train,mq9_reaper,1,hazy,0.0005,False,False,hazy_0070.jpg
drone_00110.jpg,test,shahed_136,1,hazy,0.0001,False,False,hazy_0010.jpg
drone_00111.jpg,val,mq9_reaper;mq9_reaper,2,hazy,0.0008,True,True,hazy_0087.jpg
drone_00112.jpg,val,mohajer_6,1,day,0.0042,False,True,day_0043.jpg
drone_00113.jpg,val,shahed_238;dji_mavic;mq9_reaper,3,hazy,0.0009,True,True,hazy_0017.jpg
drone_00114.jpg,train,mq9_reaper;mohajer_6,2,hazy,0.0029,True,False,hazy_0022.jpg
drone_00115.jpg,train,dji_mavic,1,hazy,0.0004,True,True,hazy_0066.jpg
drone_00116.jpg,val,dji_mavic,1,day,0.0002,False,False,day_0025.jpg
drone_00117.jpg,val,mohajer_6;mq9_reaper,2,day,0.0009,False,True,day_0033.jpg
drone_00118.jpg,val,dji_mavic;mq9_reaper,2,day,0.0014,False,True,day_0089.jpg
drone_00119.jpg,val,mohajer_6;dji_mavic,2,hazy,0.0001,True,True,hazy_0043.jpg
drone_00120.jpg,val,mq9_reaper,1,hazy,0.0016,False,False,hazy_0052.jpg
drone_00121.jpg,train,shahed_136;mohajer_6;dji_mavic,3,hazy,0.0022,False,True,hazy_0030.jpg
drone_00122.jpg,train,shahed_238;shahed_238,2,night,0.0031,False,False,night_0082.jpg
drone_00123.jpg,train,mq9_reaper,1,night,0.0022,False,False,night_0086.jpg
drone_00124.jpg,train,mq9_reaper;dji_mavic,2,night,0.0006,False,False,night_0031.jpg
drone_00125.jpg,train,mohajer_6,1,hazy,0.0028,False,True,hazy_0071.jpg
drone_00126.jpg,train,dji_mavic;shahed_238,2,hazy,0.0004,True,False,hazy_0064.jpg
drone_00127.jpg,train,shahed_238;shahed_136,2,night,0.0031,False,True,night_0099.jpg
drone_00128.jpg,test,mohajer_6,1,night,0.0013,False,False,night_0031.jpg
drone_00129.jpg,train,dji_mavic;shahed_136,2,day,0.0032,True,True,day_0040.jpg
drone_00130.jpg,train,mohajer_6,1,hazy,0.0004,False,True,hazy_0076.jpg
drone_00131.jpg,train,shahed_238,1,hazy,0.001,False,False,hazy_0057.jpg
drone_00132.jpg,train,shahed_136,1,hazy,0.0043,False,False,hazy_0085.jpg
drone_00133.jpg,train,dji_mavic;mohajer_6,2,night,0.0002,True,False,night_0013.jpg
drone_00134.jpg,train,shahed_136;mohajer_6,2,night,0.0022,True,True,night_0071.jpg
drone_00135.jpg,train,mq9_reaper;mq9_reaper,2,night,0.0019,False,False,night_0077.jpg
drone_00136.jpg,val,shahed_238,1,hazy,0.005,False,False,hazy_0096.jpg
drone_00137.jpg,train,mohajer_6,1,night,0.0019,False,True,night_0094.jpg
drone_00138.jpg,val,shahed_238,1,hazy,0.0004,False,False,hazy_0006.jpg
drone_00139.jpg,train,shahed_136;mq9_reaper,2,hazy,0.0006,False,True,hazy_0096.jpg
drone_00140.jpg,train,shahed_238,1,night,0.0011,True,False,night_0083.jpg
drone_00141.jpg,val,dji_mavic,1,hazy,0.0006,True,True,hazy_0074.jpg
drone_00142.jpg,val,shahed_136,1,day,0.0013,True,True,day_0052.jpg
drone_00143.jpg,train,dji_mavic,1,day,0.0028,False,True,day_0053.jpg
drone_00144.jpg,val,mohajer_6,1,day,0.0003,False,False,day_0015.jpg
drone_00145.jpg,train,shahed_238,1,night,0.0014,False,False,night_0007.jpg
drone_00146.jpg,val,mq9_reaper,1,day,0.0001,False,False,day_0035.jpg
drone_00147.jpg,train,mohajer_6,1,night,0.0055,False,False,night_0068.jpg
drone_00148.jpg,train,shahed_238,1,night,0.0027,False,True,night_0050.jpg
drone_00149.jpg,train,dji_mavic;mq9_reaper,2,night,0.0013,True,False,night_0061.jpg
drone_00150.jpg,train,mq9_reaper,1,night,0.0013,False,False,night_0084.jpg
drone_00151.jpg,train,mq9_reaper,1,hazy,0.003,False,True,hazy_0024.jpg
drone_00152.jpg,train,mohajer_6,1,night,0.0005,True,False,night_0087.jpg
drone_00153.jpg,train,dji_mavic;dji_mavic,2,night,0.0036,False,True,night_0012.jpg
drone_00154.jpg,train,mq9_reaper;shahed_136,2,night,0.0039,True,True,night_0073.jpg
drone_00155.jpg,train,shahed_136;shahed_136,2,hazy,0.0035,False,True,hazy_0034.jpg
drone_00156.jpg,train,mq9_reaper,1,day,0.0004,False,False,day_0028.jpg
drone_00157.jpg,train,mq9_reaper;mohajer_6,2,night,0.0006,True,False,night_0033.jpg
drone_00158.jpg,val,mohajer_6;mq9_reaper,2,night,0.0012,False,True,night_0026.jpg
drone_00159.jpg,train,shahed_238;shahed_136,2,night,0.0012,True,True,night_0013.jpg
drone_00160.jpg,test,dji_mavic,1,night,0.0012,False,False,night_0003.jpg
drone_00161.jpg,train,dji_mavic;mohajer_6,2,day,0.0009,True,True,day_0035.jpg
drone_00162.jpg,test,shahed_238,1,day,0.0022,True,True,day_0098.jpg
drone_00163.jpg,train,shahed_238;shahed_238,2,hazy,0.0022,False,True,hazy_0060.jpg
drone_00164.jpg,train,shahed_136,1,day,0.001,False,True,day_0046.jpg
drone_00165.jpg,test,shahed_238;mohajer_6,2,hazy,0.002,True,True,hazy_0049.jpg
drone_00166.jpg,train,shahed_136;shahed_136,2,hazy,0.0036,True,False,hazy_0073.jpg
drone_00167.jpg,val,shahed_136,1,day,0.0009,False,False,day_0006.jpg
drone_00168.jpg,val,shahed_136,1,night,0.0008,False,False,night_0036.jpg
drone_00169.jpg,train,shahed_238,1,night,0.0025,False,False,night_0075.jpg
drone_00170.jpg,train,shahed_136;shahed_238;shahed_136,3,night,0.0035,True,False,night_0048.jpg
drone_00171.jpg,train,shahed_238;shahed_136,2,night,0.0007,False,True,night_0013.jpg
drone_00172.jpg,train,mohajer_6;mohajer_6,2,hazy,0.0013,False,True,hazy_0006.jpg
drone_00173.jpg,train,shahed_136,1,day,0.0013,False,False,day_0093.jpg
drone_00174.jpg,train,dji_mavic;mohajer_6,2,night,0.0031,False,False,night_0070.jpg
drone_00175.jpg,train,shahed_238,1,day,0.0026,False,True,day_0007.jpg
drone_00176.jpg,train,dji_mavic,1,hazy,0.0018,False,False,hazy_0000.jpg
drone_00177.jpg,train,shahed_136,1,hazy,0.0001,False,True,hazy_0026.jpg
drone_00178.jpg,train,dji_mavic;mq9_reaper;mohajer_6,3,day,0.0009,True,True,day_0094.jpg
drone_00179.jpg,train,mohajer_6,1,hazy,0.0023,False,True,hazy_0086.jpg
drone_00180.jpg,test,shahed_136;mq9_reaper,2,day,0.0009,False,True,day_0090.jpg
drone_00181.jpg,train,shahed_136,1,hazy,0.0005,False,True,hazy_0065.jpg
drone_00182.jpg,train,mq9_reaper,1,day,0.0014,False,False,day_0075.jpg
drone_00183.jpg,train,mohajer_6;shahed_238,2,hazy,0.0006,False,True,hazy_0065.jpg
drone_00184.jpg,train,shahed_238;shahed_136,2,hazy,0.0029,False,True,hazy_0052.jpg
drone_00185.jpg,train,mohajer_6,1,hazy,0.0001,False,False,hazy_0011.jpg
drone_00186.jpg,train,dji_mavic;shahed_136,2,night,0.0037,True,True,night_0028.jpg
drone_00187.jpg,val,shahed_238;shahed_238;shahed_238,3,night,0.0031,True,False,night_0040.jpg
drone_00188.jpg,train,shahed_136,1,hazy,0.005,False,True,hazy_0086.jpg
drone_00189.jpg,train,mohajer_6,1,day,0.0021,False,False,day_0065.jpg
drone_00190.jpg,train,shahed_238;mohajer_6;mohajer_6,3,night,0.0026,True,True,night_0046.jpg
drone_00191.jpg,train,mq9_reaper,1,night,0.0024,False,False,night_0073.jpg
drone_00192.jpg,test,dji_mavic,1,hazy,0.0004,True,False,hazy_0058.jpg
drone_00193.jpg,test,shahed_136;mq9_reaper,2,day,0.0016,False,False,day_0038.jpg
drone_00194.jpg,train,mq9_reaper,1,day,0.0017,False,False,day_0062.jpg
drone_00195.jpg,val,shahed_136,1,night,0.0029,False,False,night_0004.jpg
drone_00196.jpg,train,dji_mavic;mohajer_6,2,day,0.0011,True,True,day_0072.jpg
drone_00197.jpg,test,mohajer_6;shahed_136,2,day,0.001,True,False,day_0017.jpg
drone_00198.jpg,train,shahed_238,1,hazy,0.0027,False,True,hazy_0008.jpg
drone_00199.jpg,test,mohajer_6;shahed_136,2,day,0.0002,True,True,day_0004.jpg
drone_00200.jpg,train,mq9_reaper,1,hazy,0.0001,False,False,hazy_0049.jpg
drone_00201.jpg,train,mohajer_6,1,hazy,0.0003,False,True,hazy_0016.jpg
drone_00202.jpg,train,dji_mavic;mq9_reaper;mohajer_6,3,day,0.002,False,True,day_0026.jpg
drone_00203.jpg,val,mq9_reaper,1,day,0.0031,True,False,day_0018.jpg
drone_00204.jpg,train,mq9_reaper;mohajer_6;shahed_238,3,night,0.0034,False,True,night_0058.jpg
drone_00205.jpg,train,shahed_136;shahed_136,2,day,0.0024,False,False,day_0032.jpg
drone_00206.jpg,train,mohajer_6,1,hazy,0.0035,False,False,hazy_0006.jpg
drone_00207.jpg,train,mq9_reaper,1,day,0.0043,False,False,day_0003.jpg
drone_00208.jpg,val,mq9_reaper;mohajer_6,2,hazy,0.0021,True,True,hazy_0073.jpg
drone_00209.jpg,train,mq9_reaper;mq9_reaper,2,day,0.0011,False,True,day_0000.jpg
drone_00210.jpg,train,shahed_238;shahed_136,2,day,0.0029,True,True,day_0093.jpg
drone_00211.jpg,train,mq9_reaper;mohajer_6,2,hazy,0.002,False,True,hazy_0075.jpg
drone_00212.jpg,train,dji_mavic,1,hazy,0.0006,True,True,hazy_0047.jpg
drone_00213.jpg,test,mq9_reaper;shahed_136,2,day,0.0027,True,True,day_0065.jpg
drone_00214.jpg,train,dji_mavic,1,night,0.0004,False,True,night_0087.jpg
drone_00215.jpg,val,shahed_136,1,night,0.0021,False,False,night_0080.jpg
drone_00216.jpg,train,shahed_238,1,day,0.0011,False,False,day_0096.jpg
drone_00217.jpg,train,mq9_reaper,1,night,0.0019,False,True,night_0071.jpg
drone_00218.jpg,val,mohajer_6,1,day,0.0002,False,False,day_0060.jpg
drone_00219.jpg,train,dji_mavic,1,hazy,0.0007,True,True,hazy_0001.jpg
drone_00220.jpg,train,mq9_reaper;dji_mavic,2,hazy,0.0014,False,True,hazy_0020.jpg
drone_00221.jpg,train,mq9_reaper;shahed_238,2,hazy,0.0026,False,True,hazy_0072.jpg
drone_00222.jpg,train,shahed_238;mq9_reaper,2,night,0.0043,True,True,night_0003.jpg
drone_00223.jpg,train,dji_mavic,1,night,0.0009,False,True,night_0049.jpg
drone_00224.jpg,train,mohajer_6,1,hazy,0.0023,True,True,hazy_0004.jpg
drone_00225.jpg,val,shahed_238;mohajer_6,2,day,0.001,True,True,day_0083.jpg
drone_00226.jpg,val,dji_mavic,1,day,0.0003,False,False,day_0063.jpg
drone_00227.jpg,train,shahed_238;shahed_238,2,hazy,0.0034,False,True,hazy_0035.jpg
drone_00228.jpg,train,mohajer_6;mq9_reaper,2,hazy,0.0005,True,True,hazy_0019.jpg
drone_00229.jpg,train,mohajer_6,1,day,0.0004,False,False,day_0046.jpg
drone_00230.jpg,val,shahed_136;mohajer_6,2,hazy,0.0003,True,True,hazy_0045.jpg
drone_00231.jpg,val,shahed_238,1,day,0.0019,True,False,day_0029.jpg
drone_00232.jpg,train,mohajer_6,1,day,0.0024,False,False,day_0034.jpg
drone_00233.jpg,val,mq9_reaper,1,day,0.0011,False,False,day_0096.jpg
drone_00234.jpg,train,mohajer_6,1,night,0.0001,False,True,night_0050.jpg
drone_00235.jpg,train,shahed_136;dji_mavic,2,night,0.0015,False,False,night_0018.jpg
drone_00236.jpg,test,mq9_reaper;dji_mavic,2,day,0.0022,False,True,day_0003.jpg
drone_00237.jpg,train,shahed_238,1,night,0.004,False,False,night_0074.jpg
drone_00238.jpg,train,dji_mavic,1,hazy,0.0011,True,False,hazy_0034.jpg
drone_00239.jpg,train,mohajer_6;mohajer_6,2,day,0.0028,False,False,day_0093.jpg
drone_00240.jpg,val,shahed_136,1,hazy,0.0037,False,False,hazy_0085.jpg
drone_00241.jpg,train,shahed_136,1,day,0.0028,False,False,day_0006.jpg
drone_00242.jpg,train,mohajer_6;dji_mavic,2,night,0.0011,False,True,night_0093.jpg
drone_00243.jpg,train,shahed_238;shahed_238,2,day,0.0033,True,False,day_0048.jpg
drone_00244.jpg,train,mq9_reaper;mq9_reaper,2,hazy,0.0002,True,True,hazy_0083.jpg
drone_00245.jpg,val,mohajer_6;shahed_136,2,night,0.0014,True,True,night_0028.jpg
drone_00246.jpg,test,mohajer_6;dji_mavic;shahed_238,3,night,0.0036,True,True,night_0049.jpg
drone_00247.jpg,train,dji_mavic,1,hazy,0.0017,False,True,hazy_0099.jpg
drone_00248.jpg,test,shahed_238,1,hazy,0.0003,True,False,hazy_0042.jpg
drone_00249.jpg,train,mohajer_6,1,night,0.0011,False,False,night_0018.jpg
drone_00250.jpg,train,dji_mavic,1,night,0.0023,True,False,night_0059.jpg
drone_00251.jpg,train,shahed_136,1,day,0.0005,False,False,day_0081.jpg
drone_00252.jpg,train,shahed_136,1,night,0.0078,True,False,night_0035.jpg
drone_00253.jpg,train,mq9_reaper,1,hazy,0.0028,False,True,hazy_0000.jpg
drone_00254.jpg,train,mq9_reaper,1,day,0.0016,True,False,day_0094.jpg
drone_00255.jpg,val,shahed_238,1,hazy,0.0005,False,False,hazy_0015.jpg
drone_00256.jpg,train,shahed_136,1,hazy,0.0012,True,False,hazy_0058.jpg
drone_00257.jpg,val,mq9_reaper,1,hazy,0.0001,False,False,hazy_0002.jpg
drone_00258.jpg,train,mq9_reaper,1,night,0.0007,True,False,night_0094.jpg
drone_00259.jpg,val,shahed_238;shahed_136,2,night,0.002,True,False,night_0085.jpg
drone_00260.jpg,train,mq9_reaper,1,hazy,0.0028,False,False,hazy_0039.jpg
drone_00261.jpg,test,dji_mavic,1,hazy,0.0014,False,True,hazy_0065.jpg
drone_00262.jpg,train,shahed_136;mq9_reaper,2,night,0.0037,False,True,night_0081.jpg
drone_00263.jpg,train,shahed_238;shahed_238,2,night,0.0031,True,False,night_0062.jpg
drone_00264.jpg,train,mohajer_6;dji_mavic,2,day,0.0058,False,True,day_0077.jpg
drone_00265.jpg,test,mq9_reaper,1,day,0.0001,False,True,day_0015.jpg
drone_00266.jpg,train,dji_mavic,1,night,0.0016,False,False,night_0038.jpg
drone_00267.jpg,train,dji_mavic,1,day,0.0009,False,False,day_0028.jpg
drone_00268.jpg,train,shahed_136;mohajer_6,2,night,0.0036,False,False,night_0047.jpg
drone_00269.jpg,train,mohajer_6;mohajer_6;dji_mavic,3,night,0.0013,True,True,night_0021.jpg
drone_00270.jpg,train,shahed_136;shahed_238,2,night,0.0005,False,True,night_0021.jpg
drone_00271.jpg,train,shahed_136,1,hazy,0.0007,False,True,hazy_0041.jpg
drone_00272.jpg,val,shahed_136;mohajer_6;shahed_238,3,hazy,0.0018,True,True,hazy_0065.jpg
drone_00273.jpg,train,dji_mavic,1,day,0.0053,False,True,day_0026.jpg
drone_00274.jpg,train,mohajer_6;shahed_136,2,night,0.0006,False,True,night_0026.jpg
drone_00275.jpg,val,dji_mavic,1,hazy,0.0002,False,True,hazy_0024.jpg
drone_00276.jpg,train,mohajer_6,1,night,0.0044,False,True,night_0009.jpg
drone_00277.jpg,train,mq9_reaper,1,day,0.0014,False,False,day_0037.jpg
drone_00278.jpg,train,dji_mavic;shahed_136;dji_mavic,3,day,0.0035,False,True,day_0074.jpg
drone_00279.jpg,train,mq9_reaper;mohajer_6,2,day,0.0001,False,True,day_0051.jpg
drone_00280.jpg,test,shahed_238,1,hazy,0.0021,False,False,hazy_0029.jpg
drone_00281.jpg,train,shahed_238,1,hazy,0.002,False,True,hazy_0040.jpg
drone_00282.jpg,train,shahed_136;shahed_136,2,night,0.0064,True,True,night_0013.jpg
drone_00283.jpg,train,mq9_reaper,1,night,0.0016,False,True,night_0090.jpg
drone_00284.jpg,train,mq9_reaper,1,hazy,0.0002,False,True,hazy_0041.jpg
drone_00285.jpg,val,shahed_238,1,day,0.0001,False,False,day_0088.jpg
drone_00286.jpg,val,dji_mavic,1,hazy,0.0043,True,False,hazy_0039.jpg
drone_00287.jpg,train,shahed_238,1,day,0.0042,False,False,day_0057.jpg
drone_00288.jpg,val,shahed_136;shahed_238,2,night,0.0008,False,True,night_0015.jpg
drone_00289.jpg,train,shahed_238,1,hazy,0.0019,False,True,hazy_0017.jpg
drone_00290.jpg,train,dji_mavic;dji_mavic,2,night,0.002,True,False,night_0097.jpg
drone_00291.jpg,val,mq9_reaper,1,hazy,0.0004,False,False,hazy_0031.jpg
drone_00292.jpg,train,mohajer_6,1,night,0.0005,False,False,night_0070.jpg
drone_00293.jpg,train,mq9_reaper,1,day,0.0001,False,False,day_0055.jpg
drone_00294.jpg,val,shahed_136;mohajer_6,2,day,0.0015,True,True,day_0035.jpg
drone_00295.jpg,train,mohajer_6,1,day,0.0002,False,True,day_0052.jpg
drone_00296.jpg,train,mohajer_6,1,hazy,0.0008,False,False,hazy_0008.jpg
drone_00297.jpg,train,mohajer_6,1,night,0.0015,True,True,night_0063.jpg
drone_00298.jpg,val,shahed_136;shahed_136,2,hazy,0.0016,False,False,hazy_0030.jpg
drone_00299.jpg,train,shahed_238,1,day,0.0003,True,False,day_0066.jpg
drone_00300.jpg,train,dji_mavic,1,hazy,0.0001,True,False,hazy_0099.jpg
drone_00301.jpg,train,shahed_136;shahed_136,2,hazy,0.0025,False,True,hazy_0057.jpg
drone_00302.jpg,train,mq9_reaper;shahed_238,2,day,0.0047,False,True,day_0087.jpg
drone_00303.jpg,val,mohajer_6;mohajer_6,2,day,0.0006,False,True,day_0032.jpg
drone_00304.jpg,val,mq9_reaper;shahed_238,2,night,0.0039,False,False,night_0098.jpg
drone_00305.jpg,val,dji_mavic;shahed_238;shahed_136,3,night,0.003,False,True,night_0088.jpg
